Import_Type;IOP_ID;MBLID;Manager;Client_name;Organization_Type;Investment_Pool;Country;Existing_Client_(Is_this_a_cross_sale?);Decision_date;Fee_re_negotiation_with_existing_client;Strategy_name_or_mutual_fund_ticker;Asset_class;Product;Benchmark;Size_of_mandate_(in_millions_USD);Vehicle;Consultant_used_by_investor;Name_of_lead_consultant_used_by_investor;Delegated/fiduciary_account;Negotiated_Fee_Max_Break_point_#1;Negotiated_Fee_Max_Break_point_#1_BPs;Negotiated_Fee_Max_Break_point_#2;Negotiated_Fee_Max_Break_point_#2_BPs;Negotiated_Fee_Max_Break_point_#3;Negotiated_Fee_Max_Break_point_#3_BPs;Negotiated_Fee_Max_Break_point_#4;Negotiated_Fee_Max_Break_point_#4_BPs;Negotiated_Fee_Max_Break_point_#5;Negotiated_Fee_Max_Break_point_#5_BPs;Negotiated_Fee_Max_Break_point_#6;Negotiated_Fee_Max_Break_point_#6_BPs;Published_Fee_Max_Break_point_#1;Published_Fee_Max_Break_point_#1_BPs;Published_Fee_Max_Break_point_#2;Published_Fee_Max_Break_point_#2_BPs;Published_Fee_Max_Break_point_#3;Published_Fee_Max_Break_point_#3_BPs;Published_Fee_Max_Break_point_#4;Published_Fee_Max_Break_point_#4_BPs;Published_Fee_Max_Break_point_#5;Published_Fee_Max_Break_point_#5_BPs;Published_Fee_Max_Break_point_#6;Published_Fee_Max_Break_point_#6_BPs;Minimum_required_asset_level_(in_Millions_USD);Performance_fee_included;Recent_investment_performance_1_Year;Recent_investment_performance_3_Year;Recent_investment_performance_5_Year;Seed/scale_discount_offered;Relationship/strategic_acct_discount_offered;Pricing_impacted_by_MFN;Custom_servicing_commitments;Custom_reporting;Additional_commentary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33031;Corporation;Other Investment Pool;United States;No;2018-06-29;No;Credit Asset;Fixed Income;Multi-Asset Credit;50% BBG BARC Corp, 25% BBG BARC HY 2% Iss Cap, 25% SP LLI;3;Collective Investment Trust;Yes;NEPC;No;3;45;;;;;;;;;;;3;45;;;;;;;;;;;3;No;3rd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33051;Corporation;Other Investment Pool;United States;Yes;2018-07-13;No;Credit Asset;Fixed Income;Multi-Asset Credit;50% BBG BARC Corp, 25% BBG BARC HY 2% Iss Cap, 25% SP LLI;6;Collective Investment Trust;Yes;NEPC;Yes;6;40;;;;;;;;;;;6;45;;;;;;;;;;;5;No;3rd Quartile;1st Quartile;1st Quartile;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33131;Corporation;Other Investment Pool;United States;No;2018-08-14;No;Credit Asset;Fixed Income;Multi-Asset Credit;50% BBG BARC Corp, 25% BBG BARC HY 2% Iss Cap, 25% SP LLI;10;Collective Investment Trust;Yes;NEPC;No;10;45;;;;;;;;;;;10;45;;;;;;;;;;;5;No;3rd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32900;Union;Other Investment Pool;United States;No;2018-05-14;No;Large Cap Growth;Equity ;Large Cap Growth Equity;Russell 1000 - Growth;257;Separate Account;No;;No;257;10;;;;;;;;;;;20;57.5;50;50;100;45;257;40;;;;;40;Yes;3rd Quartile;1st Quartile;1st Quartile;Yes;No;Yes;No;No;20% annually (5% quarterly) of excess performance after base fee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33144;Corporation;Other Investment Pool;Japan;No;2018-08-20;No;Global Bond;Fixed Income;Global Aggregate Bonds;FTSE WGBI Non JPY Yen In Yen;160;Separate Account;No;;No;45;36;90;27;160;18;;;;;;;50;40;100;30;160;20;;;;;;;50;No;4th Quartile;1st Quartile;3rd Quartile;Yes;No;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32819;Corporation;Defined Benefit;United States;Yes;2018-04-03;No;Large Cap Growth;Equity ;Large Cap Growth Equity;Russell 1000 - Growth;250;Separate Account;No;;No;50;50;200;40;250;30;;;;;;;20;57.5;50;50;100;45;250;40;;;;;40;No;3rd Quartile;1st Quartile;1st Quartile;Yes;Yes;Yes;No;No;Existing client, same product, diff plan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;001o000000cTc44;Corporation;Defined Contribution;United States;No;2018-08-30;No;Intermediate Gov't/Credit (SV);Fixed Income;U.S. Government Bonds;;12;Separate Account;No;;No;2000;13;;;;;;;;;;;2000;14;;;;;;;;;;;100;No;2nd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33354;Corporation;Other Investment Pool;Australia;No;2018-10-31;No;Global Equity Opps          ;Equity ;Global Core Equity;MSCI AC World Index Net in AUD;20;Mutual Fund-non-UCIT;No;;No;20;45;;;;;;;;;;;10;75;50;60;100;55;200;50;201;40;;;20;No;2nd Quartile;1st Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;001o000000cTdqz;Corporation;Defined Contribution;United States;Yes;2018-12-31;No;Short Duration Multi-Sector (SV);Fixed Income;Short Duration Bonds;;6.7;Collective Investment Trust;No;;No;2000;11;;;;;;;;;;;100;22;250;18;2000;14;;;;;;;5;No;;;;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;52685;Corporation;Other Investment Pool;United States;No;2018-12-12;No;Small Cap Growth            ;Equity ;Small Cap Growth Equity;Russell 2000 - Growth;35;Separate Account;Yes;;No;35;90;;;;;;;;;;;20;100;50;85;100;75;101;70;;;;;20;No;1st Quartile;2nd Quartile;2nd Quartile;No;No;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;52785;Corporation;Other Investment Pool;United States;No;2018-12-27;No;Multisector Full Discretion ;Fixed Income;Global Multi-Sector/Flexible Bonds;BBG BARC Govt Credit;13;Collective Investment Trust;Yes;NEPC;No;13;57;;;;;;;;;;;15;57;30;45;31;30;;;;;;;5;No;2nd Quartile;1st Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33012;Union;Other Investment Pool;United States;No;2018-06-22;No;Large Cap Growth;Equity ;Large Cap Growth Equity;Russell 1000 - Growth;240;Separate Account;No;;No;20;57.5;50;50;100;45;240;40;;;;;20;57.5;50;50;100;45;240;40;;;;;20;No;3rd Quartile;1st Quartile;1st Quartile;Yes;No;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32643;Financial Institution;Other Investment Pool;United States;No;2018-01-30;No;Core Fixed Income;Fixed Income;U.S. Core Bonds;BBG BARC Intermediate U.S. Govt Credit;1;Mutual Fund-non-UCIT;No;;No;2000;24.5;;;;;;;;;;;50;28.999999999999996;100;25;2000;18;;;;;;;0;No;2nd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;167;Amer Cent;Corporate DB 1;Corporation;Defined Benefit;United States;No;2015-05-01;No;;Equity;Large Cap Growth Equity;;147.79;Separate Account;;;No;50;45;147.79;40;;;;;;;;;10;70;35;60;75;50;147.79;40;;;;;;No;;;;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32853;Financial Institution;Other Investment Pool;United States;No;2018-04-23;No;Core Total Return;Fixed Income;U.S. Core Bonds;BBG BARC Aggregate;2;Mutual Fund-non-UCIT;No;;No;2000;19.25;;;;;;;;;;;;;;;;;;;;;;;0;No;;;;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32927;Insurer;Other Investment Pool;United States;No;2018-05-22;No;Large Cap Growth;Equity ;Large Cap Growth Equity;Russell 1000 - Growth;107;Separate Account;Yes;Other;No;20;57.5;50;50;175;45;;;;;;;20;57.5;50;50;100;45;107;40;;;;;20;No;3rd Quartile;1st Quartile;1st Quartile;Yes;No;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32980;Financial Institution;Other Investment Pool;United States;No;2018-06-01;No;Intermediate Dur FixedIncome;Fixed Income;Short Duration Bonds;BBG BARC Intermediate U.S. Govt Credit;0;Mutual Fund-non-UCIT;No;;No;2000;23.6;;;;;;;;;;;50;28.999999999999996;100;25;2000;20;;;;;;;0;No;2nd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33029;Financial Institution;Other Investment Pool;United States;No;2018-05-23;No;Global Growth;Equity ;Global Core Equity;No Benchmark;173;Mutual Fund-non-UCIT;No;;No;2000;28;;;;;;;;;;;50;75;100;60;250;55;2000;50;;;;;20;No;3rd Quartile;1st Quartile;;Yes;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33082;Financial Institution;Other Investment Pool;United States;No;2018-07-25;No;Intermediate Dur FixedIncome;Fixed Income;Short Duration Bonds;BBG BARC Intermediate U.S. Govt Credit;1;Mutual Fund-non-UCIT;No;;No;2000;20.3;;;;;;;;;;;50;28.999999999999996;100;25;2000;20;;;;;;;0;No;2nd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33084;Financial Institution;Other Investment Pool;United States;No;2018-07-25;No;Small/Mid Cap;Equity ;Small Cap Core Equity;Russell 2500 Value;16;Mutual Fund-non-UCIT;No;;No;2000;31.5;;;;;;;;;;;10;90;30;80;50;70;2000;60;;;;;10;No;3rd Quartile;4th Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33106;Public;Defined Benefit;United States;No;2018-07-30;No;Large Cap Growth;Equity ;Large Cap Growth Equity;Russell 1000 - Growth;100;Collective Investment Trust;Yes;Asset Consulting Group (ACG);No;100;45;;;;;;;;;;;10;65;20;50;100;45;101;40;;;;;5;No;3rd Quartile;1st Quartile;1st Quartile;Yes;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32939;Insurer;Other Investment Pool;United States;No;2018-05-23;No;Large Cap Growth;Equity ;Large Cap Growth Equity;Russell 1000 - Growth;60;Separate Account;Yes;Other;No;20;57.5;50;50;60;45;;;;;;;20;57.5;50;50;100;45;101;40;;;;;20;No;3rd Quartile;1st Quartile;1st Quartile;No;No;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32069;Financial Institution;Other Investment Pool;United States;No;2017-06-05;No;Large Cap Growth;Equity ;Large Cap Growth Equity;No Benchmark;50;Mutual Fund-non-UCIT;No;;No;2000;35;;;;;;;;;;;20;57.5;50;50;100;45;2000;40;;;;;0;No;3rd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;31661;Foundation;Other Investment Pool;United States;No;2018-03-29;No;Strategic Alpha;Fixed Income;Absolute Return/Unconstrained Bonds;ICE BofAML US Dollar LIBOR 3-month Constant Maturity;3;Collective Investment Trust;Yes;Other;No;3;60;;;;;;;;;;;20;60;50;50;51;40;;;;;;;5;No;1st Quartile;2nd Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32645;Foundation;Other Investment Pool;United States;No;2018-01-31;No;High Yield US;Fixed Income;High Yield Bonds;BBG BARC High Yield 2% Issuer Cap;3;Collective Investment Trust;Yes;NEPC;No;3;40;;;;;;;;;;;50;50;100;45;101;30;;;;;;;5;No;4th Quartile;2nd Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32647;Foundation;Other Investment Pool;United States;No;2018-01-31;No;High Yield US;Fixed Income;High Yield Bonds;BBG BARC High Yield 2% Issuer Cap;4;Collective Investment Trust;Yes;NEPC;No;4;40;;;;;;;;;;;50;50;100;45;101;30;;;;;;;5;No;4th Quartile;2nd Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32649;Foundation;Other Investment Pool;United States;No;2018-01-31;No;High Yield US;Fixed Income;High Yield Bonds;BBG BARC High Yield 2% Issuer Cap;120;Collective Investment Trust;Yes;NEPC;No;120;40;;;;;;;;;;;50;50;100;45;101;30;;;;;;;5;No;4th Quartile;2nd Quartile;1st Quartile;Yes;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32970;Foundation;Other Investment Pool;United States;No;2018-05-31;No;Short Duration Fixed Income;Fixed Income;Short Duration Bonds;BBG BARC Govt Credit 1-3 Yrs;1;Collective Investment Trust;Yes;Other;No;1;30;;;;;;;;;;;10;30;20;25;50;20;51;15;;;;;5;No;3rd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32984;Foundation;Other Investment Pool;United States;No;2018-06-01;No;Short Duration Fixed Income;Fixed Income;Short Duration Bonds;BBG BARC Govt Credit 1-3 Yrs;2;Collective Investment Trust;Yes;Other;No;2;30;;;;;;;;;;;10;30;20;25;50;20;51;15;;;;;5;No;3rd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33000;Foundation;Other Investment Pool;United States;No;2018-06-14;No;Credit Asset;Fixed Income;Multi-Asset Credit;50% BBG BARC Corp, 25% BBG BARC HY 2% Iss Cap, 25% SP LLI;5;Collective Investment Trust;Yes;Segal Marco Advisors;No;5;45;;;;;;;;;;;5;45;;;;;;;;;;;5;No;3rd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33420;Foundation;Other Investment Pool;United States;No;2018-11-28;No;Global Credit     ;Fixed Income;Global Investment Grade Credit;BBG BARC Global Aggregate Corporates USD (Hedged);50;Collective Investment Trust;No;;Yes;50;22.5;;;;;;;;;;;;;;;;;;;;;;;5;No;4th Quartile;2nd Quartile;4th Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33214;Financial Institution;Other Investment Pool;United States;No;2018-09-24;No;Large Cap Growth;Equity ;Large Cap Growth Equity;No Benchmark;44;Mutual Fund-non-UCIT;No;;No;2000;40;;;;;;;;;;;20;57.5;50;50;100;45;2000;40;;;;;0;No;3rd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32876;Insurer;Other Investment Pool;United States;No;2018-04-27;No;Short Duration Fixed Income - Stable Value;Fixed Income;Short Duration Bonds;BBG BARC Govt Credit 1-3 Yrs;175;Separate Account;No;;No;175;14;;;;;;;;;;;10;30;20;25;50;20;175;15;;;;;5;No;3rd Quartile;1st Quartile;1st Quartile;Yes;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32937;Insurer;Other Investment Pool;United States;No;2018-05-23;No;Large Cap Growth;Equity ;Large Cap Growth Equity;Russell 1000 - Growth;35;Separate Account;Yes;Other;No;20;57.5;35;50;;;;;;;;;20;57.5;50;50;100;45;101;40;;;;;20;No;3rd Quartile;1st Quartile;1st Quartile;No;No;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33290;Public;Other Investment Pool;United States;No;2018-10-16;No;Large Cap Growth            ;Equity ;Large Cap Growth Equity;Russell 1000 - Growth;35;Separate Account;Yes;Meketa Investment Group;No;20;57.5;35;50;;;;;;;;;20;57.5;50;50;100;45;101;40;;;;;20;No;3rd Quartile;1st Quartile;1st Quartile;No;No;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32799;Financial Institution;Other Investment Pool;United States;No;2018-03-27;No;Large Cap Growth;Equity ;Large Cap Growth Equity;Russell 1000 - Growth;30;Mutual Fund-non-UCIT;No;;No;2000;35;;;;;;;;;;;20;57.5;50;50;100;45;2000;40;;;;;0;No;3rd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33021;Insurer;Other Investment Pool;United States;Yes;2018-06-25;No;Small Cap Value;Equity ;Small Cap Value Equity;Russell 2000;2;Mutual Fund-non-UCIT;No;;No;2;50;;;;;;;;;;;10;100;30;80;31;60;;;;;;;0;No;3rd Quartile;3rd Quartile;2nd Quartile;No;Yes;No;No;No;Existing client, same product, diff plan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;001o000000cUWdw;Corporation;Defined Contribution;United States;No;2018-06-20;No;;Equity;Mid Cap Growth Equity;Russell Midcap Growth Index;12.3;Collective Investment Trust;Yes;Mercer;No;2000;70;;;;;;;;;;;;;;;;;;;;;;;;No;;;;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32601;Public;Other Investment Pool;United States;No;2018-01-11;No;Core Plus Fixed Income;Fixed Income;U.S. Core Plus Bonds;BBG BARC Aggregate;5;Collective Investment Trust;No;;No;5;25;;;;;;;;;;;10;45;20;35;21;25;;;;;;;5;No;2nd Quartile;1st Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32640;Public;Other Investment Pool;United States;No;2018-01-29;No;US STRIPS;Fixed Income;U.S. Government Bonds;ICE BofAML 3 Month US Treasury Bill;160;Separate Account;Yes;NEPC;No;50;10;160;5;;;;;;;;;160;5;;;;;;;;;;;5;No;;;;Yes;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32672;Public;Defined Benefit;United States;No;2018-02-05;No;Multisector Full Discretion;Fixed Income;Global Multi-Sector/Flexible Bonds;BBG BARC Govt Credit;40;Collective Investment Trust;Yes;Segal Marco Advisors;No;15;57;30;45;40;30;;;;;;;15;57;30;45;40;30;;;;;;;5;No;2nd Quartile;1st Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32737;Public;Defined Benefit;United States;Yes;2018-03-01;No;Long Duration Gov/Credit;Fixed Income;Long Duration Bonds;BBG BARC LT Govt Credit;541;Separate Account;Yes;Pavilion;No;100;25;200;20;400;15;541;12.5;;;;;100;30;150;25;541;20;;;;;;;50;No;2nd Quartile;1st Quartile;1st Quartile;Yes;Yes;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32972;Public;Defined Benefit;United States;No;2018-05-31;No;Short Duration Fixed Income;Fixed Income;Short Duration Bonds;BBG BARC Govt Credit 1-3 Yrs;2;Collective Investment Trust;Yes;Other;No;2;30;;;;;;;;;;;10;30;20;25;50;20;51;15;;;;;5;No;3rd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32974;Public;Other Investment Pool;United States;No;2018-05-31;No;Short Duration Fixed Income;Fixed Income;Short Duration Bonds;BBG BARC Govt Credit 1-3 Yrs;1;Collective Investment Trust;Yes;Other;No;1;30;;;;;;;;;;;10;30;20;25;50;20;51;15;;;;;5;No;3rd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32990;Public;Defined Benefit;United States;No;2018-06-12;No;Core Disciplined Alpha;Fixed Income;U.S. Core Bonds;BBG BARC Aggregate;84;Collective Investment Trust;Yes;Other;No;84;22.5;;;;;;;;;;;10;40;50;25;100;20;101;18;;;;;5;No;2nd Quartile;2nd Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
